algorithm	dataset	psi	beta	purity
IKSHC	LandCover	3	0.400000	0.463467
IKSHC	LandCover	3	0.500000	0.476471
IKSHC	LandCover	3	0.600000	0.468500
IKSHC	LandCover	3	0.700000	0.427440
IKSHC	LandCover	3	0.800000	0.500239
IKSHC	LandCover	3	0.900000	0.483606
IKSHC	LandCover	5	0.400000	0.523013
IKSHC	LandCover	5	0.500000	0.460398
IKSHC	LandCover	5	0.600000	0.443513
IKSHC	LandCover	5	0.700000	0.517584
IKSHC	LandCover	5	0.800000	0.481655
IKSHC	LandCover	5	0.900000	0.491621
IKSHC	LandCover	7	0.400000	0.477257
IKSHC	LandCover	7	0.500000	0.481252
IKSHC	LandCover	7	0.600000	0.485349
IKSHC	LandCover	7	0.700000	0.467550
IKSHC	LandCover	7	0.800000	0.491331
IKSHC	LandCover	7	0.900000	0.460969
IKSHC	LandCover	13	0.400000	0.524030
IKSHC	LandCover	13	0.500000	0.529267
IKSHC	LandCover	13	0.600000	0.508349
IKSHC	LandCover	13	0.700000	0.500664
IKSHC	LandCover	13	0.800000	0.496089
IKSHC	LandCover	13	0.900000	0.536883
IKSHC	LandCover	15	0.400000	0.488504
IKSHC	LandCover	15	0.500000	0.522678
IKSHC	LandCover	15	0.600000	0.516878
IKSHC	LandCover	15	0.700000	0.504435
IKSHC	LandCover	15	0.800000	0.516121
IKSHC	LandCover	15	0.900000	0.477539
IKSHC	LandCover	17	0.400000	0.502179
IKSHC	LandCover	17	0.500000	0.548842
IKSHC	LandCover	17	0.600000	0.498687
IKSHC	LandCover	17	0.700000	0.522187
IKSHC	LandCover	17	0.800000	0.511438
IKSHC	LandCover	17	0.900000	0.495536
IKSHC	LandCover	21	0.400000	0.486283
IKSHC	LandCover	21	0.500000	0.515298
IKSHC	LandCover	21	0.600000	0.498980
IKSHC	LandCover	21	0.700000	0.517665
IKSHC	LandCover	21	0.800000	0.530183
IKSHC	LandCover	21	0.900000	0.475809
IKSHC	LandCover	25	0.400000	0.514217
IKSHC	LandCover	25	0.500000	0.497982
IKSHC	LandCover	25	0.600000	0.523439
IKSHC	LandCover	25	0.700000	0.518891
IKSHC	LandCover	25	0.800000	0.521264
